# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.505994121544063091e-03 1.067596673965454102e-02 1.205189619213342667e-03 3.394287545233964920e-03 7.504003122448921204e-03 1.390907680615782738e-03 5.374460946768522263e-03 8.822931908071041107e-03 6.757398601621389389e-03 1.487039495259523392e-03 1.092137303203344345e-02 1.248742453753948212e-03 3.409068100154399872e-03 7.755352649837732315e-03 1.465501845814287663e-03 5.374460946768522263e-03 8.822931908071041107e-03 6.757398601621389389e-03
1.000000000000000000e+03 1.214793314829876181e-07 6.052421781532757450e-07 7.014223228907212615e-07 3.288049299499107292e-07 7.239293040584016126e-07 1.589884135455577052e-07 1.379154639380431036e-07 1.296713634246771107e-07 1.139085838985920418e-07 2.166968187111706357e-07 6.227623430277162697e-07 8.107039661808812525e-07 5.986609039609902538e-07 9.766572475200518966e-07 3.561389405604131753e-07 1.379154639380431036e-07 1.296713634246771107e-07 1.139085838985920418e-07
2.000000000000000000e+03 3.408957738315621100e-08 1.194537588844468701e-07 2.201764601750255679e-07 1.907546760548939346e-07 2.942677497230761219e-07 5.389429702518100385e-08 2.478070193490111706e-08 3.202937293167451571e-08 2.959460587703688361e-08 1.142161423217658012e-07 1.128078963574807858e-07 2.264554836983734276e-07 3.609128782500192756e-07 3.400768378014618065e-07 1.622110090693240636e-07 2.478070193490111706e-08 3.202937293167451571e-08 2.959460587703688361e-08
3.000000000000000000e+03 3.111383506393394782e-08 3.887532074031696538e-08 1.012913344311527908e-07 1.241903504478614195e-07 1.135904241778007417e-07 2.812528698825644824e-08 1.970852814281442988e-08 1.675807759227154747e-08 1.405515259733647326e-08 1.003168819124766742e-07 5.114300805075799872e-08 1.201650547955068760e-07 2.967848899970704224e-07 1.058984295809750620e-07 1.051406144370048423e-07 1.970852814281442988e-08 1.675807759227154747e-08 1.405515259733647326e-08
4.000000000000000000e+03 7.560699799569192692e-08 2.245663388578122976e-08 1.129254130205481488e-07 1.578622033093779464e-07 1.047450268742977642e-07 4.505625739170682209e-08 3.010134363989891426e-08 1.074146727120250944e-08 2.982430302722605120e-08 1.273724450356894522e-07 3.970031769995330251e-08 1.188564908716216451e-07 3.682280294015072286e-07 9.527676780862748274e-08 1.022494870994705707e-07 3.010134363989891426e-08 1.074146727120250944e-08 2.982430302722605120e-08
5.000000000000000000e+03 1.680913719326326827e-08 1.417780648438338176e-08 3.118480762509534543e-08 6.570729738086811267e-08 2.265147713842452504e-08 1.577879338299226220e-08 1.090548007454117396e-08 6.646461603310171995e-09 1.086700773811344334e-08 5.356726262562006013e-08 2.829522571801135200e-08 4.622296501111122780e-08 1.842239782945398474e-07 2.862706161010919459e-08 4.580824963795748772e-08 1.090548007454117396e-08 6.646461603310171995e-09 1.086700773811344334e-08
6.000000000000000000e+03 1.024070783728348033e-08 8.936537732040505944e-09 2.039563717914916197e-08 4.302626521734964626e-08 1.636950663908010029e-08 1.207005073666778117e-08 5.099448863177258318e-09 4.070135339873104385e-09 5.021006277416972807e-09 3.443612683895480586e-08 1.848903607992724574e-08 3.413216731473767140e-08 1.231274779911473161e-07 2.613158400777138013e-08 2.908804930257247179e-08 5.099448863177258318e-09 4.070135339873104385e-09 5.021006277416972807e-09
7.000000000000000000e+03 6.002369712376776079e-09 5.329707342127676384e-09 1.351497846968641170e-08 2.735350612681486382e-08 1.238347557830365986e-08 9.005889367585950822e-09 3.401401604818943269e-09 5.998352037295262562e-09 8.670517637199282035e-09 2.386131114917589002e-08 1.177856567835533497e-08 2.567858281565804646e-08 7.964656845160789089e-08 2.116836839149982552e-08 1.946945715758374718e-08 3.401401604818943269e-09 5.998352037295262562e-09 8.670517637199282035e-09
8.000000000000000000e+03 8.319084088270756183e-09 4.160016331411497958e-08 1.359871415473890011e-08 5.070095809855956759e-08 2.327537274027235981e-08 7.147854308442447291e-09 2.520034136921367462e-08 1.189958620528841493e-08 1.527706494641734025e-08 2.118870767731095839e-08 4.827164090670521546e-08 2.436674506611780089e-08 1.065394812371778244e-07 2.989860448110448488e-08 1.422643514104038331e-08 2.520034136921367462e-08 1.189958620528841493e-08 1.527706494641734025e-08
9.000000000000000000e+03 3.259910119624009894e-09 2.754619421452275674e-09 9.384057975125870144e-09 1.376002245478957775e-08 8.262103889933314349e-09 5.540104375256760250e-09 7.091204290432528978e-10 1.716778719185185764e-09 1.495907619997183247e-09 1.477055011633865433e-08 5.977505157517271073e-09 1.815441841301890236e-08 3.954554017582267988e-08 1.526273507579389843e-08 1.087586287695785359e-08 7.091204290432528978e-10 1.716778719185185764e-09 1.495907619997183247e-09
1.000000000000000000e+04 2.265058611783388187e-07 7.064099527553935332e-09 2.719839358178433031e-07 1.537796094908117084e-07 1.896271299983709469e-07 1.058190477465359436e-07 9.525139788024716836e-09 6.130081686706034816e-08 1.067118393649479913e-08 2.332776745106457383e-07 8.689723607346877543e-09 2.887494758851971710e-07 2.103703451439287164e-07 1.945949463788565481e-07 1.185273745818449243e-07 9.525139788024716836e-09 6.130081686706034816e-08 1.067118393649479913e-08
1.100000000000000000e+04 6.414442754731908281e-09 4.582793255991646220e-09 1.388770431987040865e-08 1.433565799402458651e-08 6.020912213244855593e-09 7.527335199597473547e-09 2.444213365038194752e-08 3.697920192280435003e-08 1.090580425966436451e-07 1.315682851554811350e-08 7.002314283965915820e-09 1.939657678917683370e-08 2.595977832697826670e-08 1.173154551281641034e-08 1.148659389826889310e-08 2.444213365038194752e-08 3.697920192280435003e-08 1.090580425966436451e-07
1.200000000000000000e+04 5.873294384173277649e-08 2.882066496567858849e-07 3.329450066757999593e-07 2.562528678140552074e-08 1.509046043679518334e-08 5.835844163470937929e-08 1.941015028705805889e-07 1.340573447805581964e-07 8.573342569206943153e-08 6.278236241996637546e-08 3.189520896285102936e-07 3.556270939952810295e-07 3.122710268144146539e-08 2.038426671902016096e-08 6.716344103097071638e-08 1.941015028705805889e-07 1.340573447805581964e-07 8.573342569206943153e-08
1.300000000000000000e+04 2.042542845970274357e-08 5.453502094354689689e-09 2.070560611855398747e-08 3.057069974943260604e-08 3.019919603275411646e-08 1.017758854970907123e-08 1.515409486785301851e-08 1.259972215450488875e-08 4.207833637082103451e-09 3.190182695789189893e-08 8.401806361746366747e-09 2.669578158531749068e-08 3.373912704773829319e-08 4.329438141326136247e-08 1.168193097811354164e-08 1.515409486785301851e-08 1.259972215450488875e-08 4.207833637082103451e-09
1.400000000000000000e+04 1.742055499853734091e-09 1.235123781029301426e-09 4.770437378454062127e-09 6.540688435308084081e-09 4.165704670100467411e-09 1.945911876077843772e-09 3.141833182507269839e-10 5.155426086034253785e-10 4.045422608012216870e-10 8.554119190762321523e-09 3.037638807157350129e-09 9.032862458013823925e-09 1.581706499109714059e-08 1.130843774177492378e-08 3.496875011776978681e-09 3.141833182507269839e-10 5.155426086034253785e-10 4.045422608012216870e-10
1.500000000000000000e+04 1.753167389040299895e-08 3.115084439286874840e-07 9.461921024467301322e-08 8.387770478179845668e-09 6.070663083335148258e-09 2.361413509177623382e-09 2.220708523736902862e-07 2.789537631997518474e-07 1.028891233545436990e-06 2.720006087031379138e-08 3.531879144702543272e-07 1.045100219698724686e-07 1.603167376629244245e-08 1.774104241292207007e-08 3.657916192167931513e-09 2.220708523736902862e-07 2.789537631997518474e-07 1.028891233545436990e-06
1.600000000000000000e+04 4.649480356277990722e-09 2.532102527652568824e-08 3.809025272971666709e-08 1.095610890899934020e-08 1.489734557935662451e-08 4.050997315374615937e-09 1.643884495194924966e-08 1.502700364142128819e-08 7.011093572373283678e-08 1.175923181051530264e-08 2.499671403199954511e-08 4.304526513010387134e-08 1.539679672646343533e-08 2.548958200065953861e-08 4.641518724923798800e-09 1.643884495194924966e-08 1.502700364142128819e-08 7.011093572373283678e-08
1.700000000000000000e+04 4.153082322488899081e-09 2.284146427555810988e-09 1.259456006152959162e-08 7.466773865871800808e-09 6.858473788895480538e-09 2.506285179393330509e-09 4.328347902315954343e-09 4.134149134138453974e-10 8.907504955857348250e-09 8.300603759892055677e-09 4.900097660964775059e-09 1.612761302283161058e-08 1.797744708653681300e-08 1.127480953044823764e-08 3.799280001715032995e-09 4.328347902315954343e-09 4.134149134138453974e-10 8.907504955857348250e-09
1.800000000000000000e+04 2.855372827070823405e-09 2.512840602264532208e-09 3.413700877530345679e-09 6.818082542991987793e-09 4.402869624442473651e-09 1.380748293478006872e-09 5.243344647354319932e-10 7.261577450456968563e-10 1.524102094530022100e-10 7.135343871311761177e-09 2.877248883592642414e-09 6.109719841163041565e-09 1.646247760334063059e-08 9.211023055399891746e-09 2.321896674928325410e-09 5.243344647354319932e-10 7.261577450456968563e-10 1.524102094530022100e-10
1.900000000000000000e+04 1.010978500914916367e-08 6.452480327823195694e-09 7.348492481185076031e-09 1.384812264859647257e-08 1.035190511089467691e-08 3.366650735969756170e-09 1.428688167770530981e-09 4.774213802072324597e-10 7.411977698268401582e-10 1.279803374387711301e-08 6.215004955123504260e-09 9.712643134207610274e-09 2.509338337119970674e-08 1.323782417017582702e-08 4.660838825998325774e-09 1.428688167770530981e-09 4.774213802072324597e-10 7.411977698268401582e-10
2.000000000000000000e+04 1.114797365531217110e-09 6.540314956282600178e-10 2.292790179936332606e-09 3.379526658520148885e-09 2.123281106491958781e-09 7.850121108710084172e-10 2.844156854475698992e-10 1.291963064309342712e-10 8.852924643365511770e-11 6.313610079189402313e-09 1.972815910633585190e-09 4.416002674645369552e-09 9.131012390639625664e-09 8.636715342902334669e-09 1.295750839958031975e-09 2.844156854475698992e-10 1.291963064309342712e-10 8.852924643365511770e-11
