# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.383938026428222656e+01 2.022649906575679779e-02 4.600351452827453613e-01 8.556031435728073120e-02 1.601981544494628906e+01 2.022649347782135010e-02 4.600350856781005859e-01 8.556029945611953735e-02 9.534441828727722168e-01
1.000000000000000000e+03 6.017563864588737488e-03 1.631730981171131134e-02 4.277572780847549438e-02 1.438139099627733231e-02 7.063572295010089874e-03 1.631731353700160980e-02 4.277572780847549438e-02 1.438139379024505615e-02 4.057337641716003418e-01
2.000000000000000000e+03 1.465015113353729248e-03 3.280526027083396912e-03 1.048668380826711655e-02 7.826991379261016846e-03 7.911890745162963867e-03 3.280520904809236526e-03 1.048668473958969116e-02 7.826971821486949921e-03 4.048093259334564209e-01
3.000000000000000000e+03 9.564187494106590748e-04 1.271605142392218113e-03 2.102051628753542900e-03 4.581583198159933090e-03 1.684284768998622894e-02 1.271602581255137920e-03 2.102054422721266747e-03 4.581589717417955399e-03 2.986067831516265869e-01
4.000000000000000000e+03 4.435607697814702988e-04 4.744847828987985849e-04 1.241840800503268838e-04 1.391904079355299473e-03 1.121580973267555237e-02 4.744855687022209167e-04 1.241838763235136867e-04 1.391905592754483223e-03 1.572156846523284912e-01
5.000000000000000000e+03 1.856844901340082288e-04 1.726997870719060302e-04 1.374977728119120002e-05 1.972003810806199908e-04 4.475180525332689285e-03 1.726989139569923282e-04 1.375063493469497189e-05 1.972023892449215055e-04 5.715941265225410461e-02
6.000000000000000000e+03 1.203506180900149047e-04 6.252621824387460947e-05 4.718310719908913597e-06 3.013917012140154839e-05 2.158439019694924355e-03 6.252688035601750016e-05 4.718212949228473008e-06 3.013899549841880798e-05 2.122420072555541992e-02
7.000000000000000000e+03 1.040804418153129518e-04 2.838809450622648001e-05 2.360666940148803405e-06 8.434704795945435762e-06 1.334617962129414082e-03 2.838747968780808151e-05 2.360667622269829735e-06 8.435429663222748786e-06 1.010404899716377258e-02
8.000000000000000000e+03 6.221921648830175400e-05 1.485378561483230442e-05 2.353740001126425341e-06 3.061474217247450724e-06 9.239802602678537369e-04 1.485368829889921471e-05 2.353964418944087811e-06 3.061296183659578674e-06 5.623111966997385025e-03
9.000000000000000000e+03 3.602103388402611017e-04 1.932972736540250480e-05 5.731724286306416616e-06 2.546526275182259269e-06 1.044486067257821560e-03 1.932965824380517006e-05 5.731878900405718014e-06 2.546732275732210837e-06 5.963379982858896255e-03
1.000000000000000000e+04 3.933347761631011963e-05 5.496252470038598403e-06 1.927694256664835848e-06 9.972139878300367855e-07 5.771383293904364109e-04 5.496234734891913831e-06 1.927585799421649426e-06 9.970993914976133965e-07 2.724098740145564079e-03
1.100000000000000000e+04 3.581255150493234396e-04 1.338193214905913919e-05 7.178566079346637707e-07 4.733377409138483927e-06 7.842358900234103203e-04 1.338234142167493701e-05 7.176369081207667477e-07 4.733493824460310861e-06 4.269205499440431595e-03
1.200000000000000000e+04 1.130431119236163795e-04 5.069987764727557078e-06 8.557452133572951425e-07 1.826032530516386032e-06 5.318783805705606937e-04 5.069851340522291139e-06 8.556480679544620216e-07 1.825989784265402704e-06 3.043680218979716301e-03
1.300000000000000000e+04 5.518106045201420784e-04 1.086317570297978818e-05 7.757049388601444662e-06 2.644925871209125035e-06 8.345064707100391388e-04 1.086398879124317318e-05 7.757173989375587553e-06 2.644869937284965999e-06 5.490048322826623917e-03
1.400000000000000000e+04 2.189655424444936216e-05 1.376712589262751862e-06 1.075066052180773113e-06 7.562045993836363778e-07 3.692223690450191498e-04 1.376667910335527267e-06 1.075083105206431355e-06 7.562779273939668201e-07 2.557204337790608406e-03
1.500000000000000000e+04 2.021143154706805944e-05 1.076800117516540922e-06 1.179925902761169709e-06 6.878267413412686437e-07 3.444459289312362671e-04 1.076956323231570423e-06 1.179756736746639945e-06 6.878310045976832043e-07 2.660647965967655182e-03
1.600000000000000000e+04 4.209425242152065039e-04 1.614473148947581649e-05 5.048090770287672058e-06 6.127823780843755230e-06 7.119274232536554337e-04 1.614433494978584349e-05 5.047977083449950442e-06 6.128113454906269908e-06 6.554978899657726288e-03
1.700000000000000000e+04 1.734156103339046240e-05 8.501224328938405961e-07 1.063782292476389557e-06 6.393451599251420703e-07 3.149801341351121664e-04 8.501670549776463304e-07 1.063832769432337955e-06 6.393685225702938624e-07 2.952011069282889366e-03
1.800000000000000000e+04 1.525342086097225547e-04 5.666332526743644848e-06 6.599944413210323546e-07 2.356752474952372722e-06 3.777506935875862837e-04 5.666653578373370692e-06 6.599981929866771679e-07 2.356876620979164727e-06 2.584724687039852142e-03
1.900000000000000000e+04 2.733823021117132157e-05 1.444598410671460442e-06 7.993101576175831724e-07 1.030239218380302191e-06 2.957910473924130201e-04 1.444549866391753312e-06 7.992448445293121040e-07 1.030244902722188272e-06 2.495798049494624138e-03
2.000000000000000000e+04 4.779934533871710300e-05 1.409248739037138876e-06 1.685407255536119919e-06 7.816965421625354793e-07 3.061259048990905285e-04 1.409278979735972825e-06 1.685714096311130561e-06 7.817934601916931570e-07 3.483747132122516632e-03
2.100000000000000000e+04 1.746781163092236966e-05 8.457346893919748254e-07 8.174110917025245726e-07 5.887691258976701647e-07 2.848894509952515364e-04 8.457394642391591333e-07 8.175464358828321565e-07 5.887820293537515681e-07 2.736402908340096474e-03
2.200000000000000000e+04 1.385526593367103487e-05 6.153458684821089264e-07 9.472504984842089470e-07 5.406290597420593258e-07 2.742439974099397659e-04 6.152884566290595103e-07 9.473481554778118152e-07 5.406383252193336375e-07 2.679422497749328613e-03
