# x, y
0.000000000000000000e+00 3.115264698863029480e-03 0.000000000000000000e+00
-5.000000000000000000e-01 6.230529397726058960e-03 -1.356902718544006348e+00
5.000000000000000000e-01 9.345794096589088440e-03 1.352682232856750488e+00
-7.500000000000000000e-01 1.246105879545211792e-02 -1.422263383865356445e+00
2.500000000000000000e-01 1.557632442563772202e-02 1.022311091423034668e+00
-2.500000000000000000e-01 1.869158819317817688e-02 -1.019131183624267578e+00
7.500000000000000000e-01 2.180685289204120636e-02 1.409033179283142090e+00
-8.750000000000000000e-01 2.492211759090423584e-02 -1.383686304092407227e+00
1.250000000000000000e-01 2.803738228976726532e-02 5.790432095527648926e-01
-3.750000000000000000e-01 3.115264885127544403e-02 -1.235758423805236816e+00
6.250000000000000000e-01 3.426791355013847351e-02 1.359959959983825684e+00
-6.250000000000000000e-01 3.738317638635635376e-02 -1.355729937553405762e+00
3.750000000000000000e-01 4.049844294786453247e-02 1.224263191223144531e+00
-1.250000000000000000e-01 4.361370578408241272e-02 -5.700937509536743164e-01
8.750000000000000000e-01 4.672897234559059143e-02 1.353839039802551270e+00
-9.375000000000000000e-01 4.984423518180847168e-02 -1.298831820487976074e+00
6.250000000000000000e-02 5.295950174331665039e-02 2.927865087985992432e-01
-4.375000000000000000e-01 5.607476457953453064e-02 -1.259243130683898926e+00
5.625000000000000000e-01 5.919003114104270935e-02 1.308067560195922852e+00
-6.875000000000000000e-01 6.230529770255088806e-02 -1.339976191520690918e+00
3.125000000000000000e-01 6.542056053876876831e-02 1.105964183807373047e+00
-1.875000000000000000e-01 6.853582710027694702e-02 -7.866029143333435059e-01
8.125000000000000000e-01 7.165109366178512573e-02 1.341266512870788574e+00
-8.125000000000000000e-01 7.476635277271270752e-02 -1.337094664573669434e+00
1.875000000000000000e-01 7.788161933422088623e-02 7.792857289314270020e-01
-3.125000000000000000e-01 8.099688589572906494e-02 -1.088870763778686523e+00
6.875000000000000000e-01 8.411215245723724365e-02 1.311071991920471191e+00
-5.625000000000000000e-01 8.722741156816482544e-02 -1.271902084350585938e+00
4.375000000000000000e-01 9.034267812967300415e-02 1.216822504997253418e+00
-6.250000000000000000e-02 9.345794469118118286e-02 -2.811660170555114746e-01
9.375000000000000000e-01 9.657321125268936157e-02 1.239534974098205566e+00
-9.687500000000000000e-01 9.968847036361694336e-02 -1.199857592582702637e+00
3.125000000000000000e-02 1.028037369251251221e-01 1.405546069145202637e-01
-4.687500000000000000e-01 1.059190034866333008e-01 -1.214968681335449219e+00
5.312500000000000000e-01 1.090342700481414795e-01 1.235070109367370605e+00
-7.187500000000000000e-01 1.121495291590690613e-01 -1.282007336616516113e+00
2.812500000000000000e-01 1.152647957205772400e-01 9.945735931396484375e-01
-2.187500000000000000e-01 1.183800622820854187e-01 -8.413776159286499023e-01
7.812500000000000000e-01 1.214953288435935974e-01 1.277708411216735840e+00
-8.437500000000000000e-01 1.246105954051017761e-01 -1.265305995941162109e+00
1.562500000000000000e-01 1.277258545160293579e-01 6.379120349884033203e-01
-3.437500000000000000e-01 1.308411210775375366e-01 -1.081987738609313965e+00
6.562500000000000000e-01 1.339563876390457153e-01 1.239314794540405273e+00
-5.937500000000000000e-01 1.370716542005538940e-01 -1.218648076057434082e+00
4.062500000000000000e-01 1.401869207620620728e-01 1.136186480522155762e+00
