# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.807025909423828125e-01 6.427229642868041992e-01 1.688396036624908447e-01 3.610791405662894249e-03 2.234507948160171509e-01 6.427229642868041992e-01 1.688396036624908447e-01 3.610791405662894249e-03 1.132860898971557617e+00
1.000000000000000000e+03 1.990519091486930847e-02 1.286504715681076050e-01 4.033668898046016693e-03 1.392600238323211670e-01 1.603568531572818756e-02 1.286504715681076050e-01 4.033668898046016693e-03 1.392600238323211670e-01 4.758767485618591309e-01
2.000000000000000000e+03 7.997247390449047089e-03 1.102516651153564453e-01 4.460352472960948944e-03 1.482844054698944092e-01 6.884281057864427567e-03 1.102516651153564453e-01 4.460352472960948944e-03 1.482844054698944092e-01 4.427704215049743652e-01
3.000000000000000000e+03 4.971357062458992004e-03 1.057622954249382019e-01 4.699032753705978394e-03 1.499586999416351318e-01 4.391342867165803909e-03 1.057622954249382019e-01 4.699032753705978394e-03 1.499586999416351318e-01 4.370386004447937012e-01
4.000000000000000000e+03 4.187378101050853729e-03 1.048495247960090637e-01 4.788587335497140884e-03 1.488188505172729492e-01 3.740806365385651588e-03 1.048495247960090637e-01 4.788587335497140884e-03 1.488188505172729492e-01 4.367451965808868408e-01
5.000000000000000000e+03 3.446290967985987663e-03 1.043338179588317871e-01 4.737656097859144211e-03 1.479435563087463379e-01 3.083773888647556305e-03 1.043338179588317871e-01 4.737656097859144211e-03 1.479435563087463379e-01 4.359031021595001221e-01
6.000000000000000000e+03 2.953709801658987999e-03 1.038531064987182617e-01 4.699802957475185394e-03 1.478164196014404297e-01 2.705142600461840630e-03 1.038531064987182617e-01 4.699802957475185394e-03 1.478164196014404297e-01 4.357135593891143799e-01
7.000000000000000000e+03 2.541406545788049698e-03 1.033021211624145508e-01 4.640542436391115189e-03 1.477939188480377197e-01 2.416352508589625359e-03 1.033021211624145508e-01 4.640542436391115189e-03 1.477939188480377197e-01 4.346018731594085693e-01
8.000000000000000000e+03 2.269484102725982666e-03 1.030861064791679382e-01 4.602286033332347870e-03 1.476887911558151245e-01 2.231822349131107330e-03 1.030861064791679382e-01 4.602286033332347870e-03 1.476887911558151245e-01 4.348698258399963379e-01
9.000000000000000000e+03 2.081054728478193283e-03 1.030279621481895447e-01 4.573799204081296921e-03 1.475565135478973389e-01 2.095365663990378380e-03 1.030279621481895447e-01 4.573799204081296921e-03 1.475565135478973389e-01 4.353839755058288574e-01
1.000000000000000000e+04 1.954408362507820129e-03 1.029770970344543457e-01 4.525708034634590149e-03 1.475011408329010010e-01 1.994756050407886505e-03 1.029770970344543457e-01 4.525708034634590149e-03 1.475011408329010010e-01 4.357607662677764893e-01
1.100000000000000000e+04 1.884325640276074409e-03 1.029980480670928955e-01 4.486227408051490784e-03 1.473741680383682251e-01 1.935963984578847885e-03 1.029980480670928955e-01 4.486227408051490784e-03 1.473741680383682251e-01 4.364432096481323242e-01
1.200000000000000000e+04 1.825603190809488297e-03 1.030278429388999939e-01 4.438198637217283249e-03 1.472624242305755615e-01 1.881644013337790966e-03 1.030278429388999939e-01 4.438198637217283249e-03 1.472624242305755615e-01 4.371277093887329102e-01
1.300000000000000000e+04 1.768315560184419155e-03 1.030536293983459473e-01 4.374006763100624084e-03 1.471797227859497070e-01 1.826802035793662071e-03 1.030536293983459473e-01 4.374006763100624084e-03 1.471797227859497070e-01 4.377816915512084961e-01
1.400000000000000000e+04 1.739373081363737583e-03 1.033374592661857605e-01 4.406743217259645462e-03 1.468293368816375732e-01 1.797345816157758236e-03 1.033374592661857605e-01 4.406743217259645462e-03 1.468293368816375732e-01 4.395210444927215576e-01
1.500000000000000000e+04 1.620792550966143608e-03 1.031829491257667542e-01 4.263358190655708313e-03 1.469463258981704712e-01 1.686371397227048874e-03 1.031829491257667542e-01 4.263358190655708313e-03 1.469463258981704712e-01 4.391398131847381592e-01
1.500000000000000000e+04 1.620792550966143608e-03 1.031829491257667542e-01 4.263358190655708313e-03 1.469463258981704712e-01 1.686371397227048874e-03 1.031829491257667542e-01 4.263358190655708313e-03 1.469463258981704712e-01 4.391398131847381592e-01
1.500400000000000000e+04 1.618448644876480103e-03 1.031606122851371765e-01 4.259075969457626343e-03 1.469736695289611816e-01 1.684243325144052505e-03 1.031606122851371765e-01 4.259075969457626343e-03 1.469736695289611816e-01 4.390363395214080811e-01
1.500600000000000000e+04 1.618173671886324883e-03 1.031624972820281982e-01 4.257956519722938538e-03 1.469731479883193970e-01 1.683843089267611504e-03 1.031624972820281982e-01 4.257956519722938538e-03 1.469731479883193970e-01 4.390347003936767578e-01
1.500700000000000000e+04 1.617901260033249855e-03 1.031651422381401062e-01 4.257754888385534286e-03 1.469709724187850952e-01 1.683538896031677723e-03 1.031651422381401062e-01 4.257754888385534286e-03 1.469709724187850952e-01 4.390372633934020996e-01
1.600700000000000000e+04 1.054292195476591587e-03 1.039700731635093689e-01 4.147932864725589752e-03 1.452671736478805542e-01 1.124225556850433350e-03 1.039700731635093689e-01 4.147932864725589752e-03 1.452671736478805542e-01 4.539639055728912354e-01
