# x, y
-1.000000000000000000e+00 5.673828125000000000e+00 -8.200160861015319824e-01
1.000000000000000000e+00 5.844726562500000000e+00 9.054070711135864258e-01
-1.000000000000000000e+00 4.345703125000000000e-01 -9.070510268211364746e-01
1.000000000000000000e+00 4.614257812500000000e+00 -9.797374159097671509e-02
1.000000000000000000e+00 6.464843750000000000e+00 9.835454225540161133e-01
1.000000000000000000e+00 9.594726562500000000e+00 -9.855934381484985352e-01
1.000000000000000000e+00 3.779296875000000000e+00 -8.034647107124328613e-01
-1.000000000000000000e+00 9.560546875000000000e+00 9.907975196838378906e-01
-1.000000000000000000e+00 2.001953125000000000e-01 -9.800277352333068848e-01
-1.000000000000000000e+00 6.391601562500000000e+00 -9.941287040710449219e-01
-1.000000000000000000e+00 5.712890625000000000e+00 -8.417419195175170898e-01
-1.000000000000000000e+00 1.489257812500000000e+00 -8.144818991422653198e-02
1.000000000000000000e+00 2.197265625000000000e+00 -5.862882137298583984e-01
1.000000000000000000e+00 2.158203125000000000e+00 -5.542043447494506836e-01
1.000000000000000000e+00 4.848632812500000000e+00 1.358227282762527466e-01
1.000000000000000000e+00 7.954101562500000000e+00 -9.995274245738983154e-02
-1.000000000000000000e+00 1.914062500000000000e+00 3.365644812583923340e-01
-1.000000000000000000e+00 4.931640625000000000e+00 -2.174992412328720093e-01
1.000000000000000000e+00 6.718750000000000000e+00 9.066319465637207031e-01
1.000000000000000000e+00 8.837890625000000000e-01 6.342262029647827148e-01
-1.000000000000000000e+00 4.648437500000000000e+00 6.390789151191711426e-02
-1.000000000000000000e+00 2.207031250000000000e+00 5.941712856292724609e-01
1.000000000000000000e+00 6.997070312500000000e+00 7.558237910270690918e-01
-1.000000000000000000e+00 6.162109375000000000e+00 -9.926792383193969727e-01
1.000000000000000000e+00 1.503906250000000000e+00 6.684020906686782837e-02
-1.000000000000000000e+00 9.106445312500000000e+00 9.497585892677307129e-01
-1.000000000000000000e+00 5.761718750000000000e-01 -8.385544419288635254e-01
1.000000000000000000e+00 3.115234375000000000e+00 -9.996526241302490234e-01
-1.000000000000000000e+00 5.302734375000000000e+00 -5.566479563713073730e-01
1.000000000000000000e+00 3.994140625000000000e+00 -6.580667495727539062e-01
1.000000000000000000e+00 1.352539062500000000e+00 2.165285646915435791e-01
1.000000000000000000e+00 4.570312500000000000e+00 -1.415989696979522705e-01
-1.000000000000000000e+00 5.180664062500000000e+00 -4.513477087020874023e-01
-1.000000000000000000e+00 4.736328125000000000e-01 -8.899171352386474609e-01
1.000000000000000000e+00 2.431640625000000000e+00 -7.583931088447570801e-01
1.000000000000000000e+00 8.818359375000000000e+00 -8.216944336891174316e-01
1.000000000000000000e+00 6.865234375000000000e+00 8.353379368782043457e-01
-1.000000000000000000e+00 3.398437500000000000e+00 9.671962857246398926e-01
1.000000000000000000e+00 9.765625000000000000e-01 5.598740577697753906e-01
-1.000000000000000000e+00 6.347656250000000000e-02 -9.979860186576843262e-01
1.000000000000000000e+00 5.566406250000000000e-01 8.490347862243652344e-01
-1.000000000000000000e+00 5.146484375000000000e+00 -4.205898642539978027e-01
1.000000000000000000e+00 5.341796875000000000e+00 5.886662006378173828e-01
1.000000000000000000e+00 1.059570312500000000e+00 4.892468750476837158e-01
1.000000000000000000e+00 9.726562500000000000e+00 -9.548075795173645020e-01
1.000000000000000000e+00 8.212890625000000000e+00 -3.512529432773590088e-01
-1.000000000000000000e+00 5.747070312500000000e+00 -8.596996068954467773e-01
1.000000000000000000e+00 8.222656250000000000e+00 -3.603794276714324951e-01
1.000000000000000000e+00 6.914062500000000000e+00 8.075103759765625000e-01
1.000000000000000000e+00 2.343750000000000000e-01 9.726597070693969727e-01
1.000000000000000000e+00 7.080078125000000000e-01 7.596589326858520508e-01
1.000000000000000000e+00 2.060546875000000000e+00 -4.704057574272155762e-01
-1.000000000000000000e+00 1.250000000000000000e+00 -3.153223693370819092e-01
-1.000000000000000000e+00 5.703125000000000000e+00 -8.364295959472656250e-01
1.000000000000000000e+00 8.813476562500000000e+00 -8.189017772674560547e-01
1.000000000000000000e+00 1.333007812500000000e+00 2.355539500713348389e-01
1.000000000000000000e+00 4.511718750000000000e+00 -1.993261575698852539e-01
-1.000000000000000000e+00 5.283203125000000000e+00 -5.403172969818115234e-01
-1.000000000000000000e+00 4.013671875000000000e+00 6.432359814643859863e-01
1.000000000000000000e+00 7.148437500000000000e+00 6.484481096267700195e-01
-1.000000000000000000e+00 4.765625000000000000e+00 -5.321087688207626343e-02
1.000000000000000000e+00 8.134765625000000000e+00 -2.771090269088745117e-01
1.000000000000000000e+00 3.427734375000000000e+00 -9.593400359153747559e-01
1.000000000000000000e+00 9.101562500000000000e+00 -9.482190608978271484e-01
1.000000000000000000e+00 9.833984375000000000e+00 -9.174368381500244141e-01
1.000000000000000000e+00 7.285156250000000000e+00 5.386427640914916992e-01
-1.000000000000000000e+00 1.757812500000000000e+00 1.859279274940490723e-01
-1.000000000000000000e+00 4.946289062500000000e+00 -2.317731678485870361e-01
-1.000000000000000000e+00 8.984375000000000000e-01 -6.228331327438354492e-01
1.000000000000000000e+00 8.203125000000000000e+00 -3.420929610729217529e-01
1.000000000000000000e+00 4.326171875000000000e+00 -3.766868710517883301e-01
