# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.495706779882311821e-03 2.282916801050305367e-03 4.645711742341518402e-03 1.347978319972753525e-02 1.270523411221802235e-03 6.953732576221227646e-03 3.649304434657096863e-02 2.570531517267227173e-02 5.156083405017852783e-02 3.804141422733664513e-03 6.449699401855468750e-03 2.093252539634704590e-02 1.601855643093585968e-02 4.327419772744178772e-02 2.808303385972976685e-02 2.514131367206573486e-03 2.099670469760894775e-03 1.909909653477370739e-03 5.504931323230266571e-03 8.138375123962759972e-04 2.159902825951576233e-03 3.649304434657096863e-02 2.570531517267227173e-02 5.156083777546882629e-02 3.804141189903020859e-03 6.449698470532894135e-03 2.093252912163734436e-02 1.601855643093585968e-02 4.327419772744178772e-02 2.808303385972976685e-02
1.000000000000000000e+03 6.365128210745751858e-04 5.682894843630492687e-04 1.104399416362866759e-05 1.758851722115650773e-04 4.121704841963946819e-05 2.782711453619413078e-05 1.248221844434738159e-02 1.283770054578781128e-02 1.193865045934217051e-05 8.917359082261100411e-05 9.803186003409791738e-06 1.175295324173930567e-06 9.839908452704548836e-04 9.394719963893294334e-04 2.225606840511318296e-05 4.519597277976572514e-04 3.812453651335090399e-04 7.602644018334103748e-06 9.666876576375216246e-05 2.423043042654171586e-05 2.453287925163749605e-05 1.248221844434738159e-02 1.283770054578781128e-02 1.193866773974150419e-05 8.917351806303486228e-05 9.803203283809125423e-06 1.175305101241974626e-06 9.839906124398112297e-04 9.394725784659385681e-04 2.225598473160061985e-05
2.000000000000000000e+03 2.903322165366262197e-04 3.010312502738088369e-04 2.340711398574057966e-05 4.990060187992639840e-05 1.911091749207116663e-05 1.673865335760638118e-05 1.104920171201229095e-03 1.086217002011835575e-03 3.700073420986882411e-06 5.308468826115131378e-05 2.035854549831128679e-06 4.017060291516827419e-06 8.422027894994243979e-05 1.116513085435144603e-04 4.227932095091091469e-06 2.146127226296812296e-04 2.318328770343214273e-04 2.682677586562931538e-05 4.655751035897992551e-05 1.678256376180797815e-05 1.124880145653150976e-05 1.104919938370585442e-03 1.086216536350548267e-03 3.700087972902110778e-06 5.308475738274864852e-05 2.035857050941558555e-06 4.017054834548616782e-06 8.421834354521706700e-05 1.116488492698408663e-04 4.227965746395057067e-06
3.000000000000000000e+03 2.894614008255302906e-04 2.927276364061981440e-04 4.127373540541157126e-05 4.945676118950359523e-05 2.652629882504697889e-05 2.518964174669235945e-05 8.341827779076993465e-04 8.108853944577276707e-04 5.120393780089216307e-06 4.017271930933929980e-05 7.797009857313241810e-06 6.630206371482927352e-06 7.700522837694734335e-05 1.061174989445134997e-04 1.469449034630088136e-05 1.663562288740649819e-04 2.337947516934946179e-04 4.577431536745280027e-05 5.016371142119169235e-05 2.411222703813109547e-05 1.921167131513357162e-05 8.341827779076993465e-04 8.108853944577276707e-04 5.120403784530935809e-06 4.017270839540287852e-05 7.797016223776154220e-06 6.630212737945839763e-06 7.700501009821891785e-05 1.061184157151728868e-04 1.469447488489095122e-05
4.000000000000000000e+03 2.750428102444857359e-04 2.712130080908536911e-04 1.912278821691870689e-05 3.542355261743068695e-05 1.844043981691356748e-05 1.841921584855299443e-05 5.820248625241219997e-04 5.652141408063471317e-04 3.447566996328532696e-06 3.796823148149996996e-05 6.552017566718859598e-06 6.794682121835649014e-06 5.315717426128685474e-04 6.077063153497874737e-04 7.880163138906937093e-06 1.606512378202751279e-04 1.977784268092364073e-04 2.016647886193823069e-05 3.202564403181895614e-05 1.762615465850103647e-05 1.533682188892271370e-05 5.820246296934783459e-04 5.652140243910253048e-04 3.447565859460155480e-06 3.796826786128804088e-05 6.552029390149982646e-06 6.794688488298561424e-06 5.315773305483162403e-04 6.077127181924879551e-04 7.880138582549989223e-06
5.000000000000000000e+03 2.600184525363147259e-04 2.492555067874491215e-04 9.464378308621235192e-06 2.557733205321710557e-05 1.225708183483220637e-05 1.552774665469769388e-05 4.451194545254111290e-04 4.254663654137402773e-04 3.393366796444752254e-06 3.307453880552202463e-05 5.070213319413596764e-06 4.060653282067505643e-06 2.794545071083121002e-05 4.896956670563668013e-05 5.813687494082842022e-06 1.557286304887384176e-04 1.808700908441096544e-04 1.010941105050733313e-05 2.165696059819310904e-05 1.222652554133674130e-05 1.301824067923007533e-05 4.451197164598852396e-04 4.254662198945879936e-04 3.393332008272409439e-06 3.307449514977633953e-05 5.070189672551350668e-06 4.060647370351944119e-06 2.794643296510912478e-05 4.897058533970266581e-05 5.813683401356684044e-06
6.000000000000000000e+03 2.462914271745830774e-04 2.322464715689420700e-04 5.797903213533572853e-06 1.725195943436119705e-05 8.167005944414995611e-06 1.218985380546655506e-05 3.533051058184355497e-04 3.365322481840848923e-04 2.717107463467982598e-06 2.725720332819037139e-05 4.778311449626926333e-06 2.829834556905552745e-06 1.717439590720459819e-05 3.539012686815112829e-05 5.208223683439427987e-06 1.549834560137242079e-04 1.719177816994488239e-04 6.477212082245387137e-06 1.378964861942222342e-05 8.426615750067867339e-06 1.071027145371772349e-05 3.533053386490792036e-04 3.365326847415417433e-04 2.717104507610201836e-06 2.725721969909500331e-05 4.778324637300102040e-06 2.829835239026579075e-06 1.717596023809164762e-05 3.539288445608690381e-05 5.208258244238095358e-06
7.000000000000000000e+03 2.405849081696942449e-04 2.286340022692456841e-04 5.496720405062660575e-06 1.374067596771055833e-05 6.300616860244190320e-06 1.030040584737434983e-05 3.089151869062334299e-04 2.944067528005689383e-04 2.246082431156537496e-06 2.272575329698156565e-05 3.887667844537645578e-06 2.244548795715672895e-06 9.820474588195793331e-06 2.592248529253993183e-05 5.203391538088908419e-06 1.529020373709499836e-04 1.680751302046701312e-04 6.148463853605790064e-06 1.054573112924117595e-05 6.350404419208643958e-06 9.028654858411755413e-06 3.089154779445379972e-04 2.944071311503648758e-04 2.246081294288160279e-06 2.272574602102395147e-05 3.887660568580031395e-06 2.244534016426769085e-06 9.820330888032913208e-06 2.592220334918238223e-05 5.203388354857452214e-06
8.000000000000000000e+03 4.445652302820235491e-04 4.309010400902479887e-04 1.276768889511004090e-04 1.245474559254944324e-04 1.988564617931842804e-04 1.098286666092462838e-04 4.323727043811231852e-04 5.250507383607327938e-04 1.706502371234819293e-05 2.629504524520598352e-05 3.068438672926276922e-05 3.292371911811642349e-05 1.329216174781322479e-04 7.602225377922877669e-05 3.331257539684884250e-05 4.184229474049061537e-04 4.440537595655769110e-04 1.070713842636905611e-04 1.057976187439635396e-04 9.345153375761583447e-05 1.212802526424638927e-04 4.323724424466490746e-04 5.250512040220201015e-04 1.706496732367668301e-05 2.629505797813180834e-05 3.068436490138992667e-05 3.292363180662505329e-05 1.329206279478967190e-04 7.602209370816126466e-05 3.331255720695480704e-05
9.000000000000000000e+03 2.272014319896697998e-02 3.382012620568275452e-02 1.030962914228439331e-02 4.026798997074365616e-03 8.295506122522056103e-04 8.039746433496475220e-03 1.061552315950393677e-01 1.365752071142196655e-01 6.849996000528335571e-02 6.169091165065765381e-02 2.305766381323337555e-02 7.591508328914642334e-02 5.658154010772705078e+00 6.188678264617919922e+00 1.794994115829467773e+00 1.920052431523799896e-02 3.309116512537002563e-02 9.097885340452194214e-03 3.820864483714103699e-03 1.015633577480912209e-03 6.792214699089527130e-03 1.061552315950393677e-01 1.365752071142196655e-01 6.849996745586395264e-02 6.169091910123825073e-02 2.305766008794307709e-02 7.591509073972702026e-02 5.658154010772705078e+00 6.188678264617919922e+00 1.794994473457336426e+00
